dataset,path,filename,original_folder,mapped_class,width,height,blur_norm,hash
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_111818.jpg,20230815_111818.jpg,Bacteria,bacterial_wilt,1500,1500,106.0668,daccce4d84c33953
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_111852.jpg,20230815_111852.jpg,Bacteria,bacterial_wilt,1500,1500,118.4656,d4563658dc34c6f1
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_111854.jpg,20230815_111854.jpg,Bacteria,bacterial_wilt,1500,1500,104.0016,db4ab3da9344a436
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_111914.jpg,20230815_111914.jpg,Bacteria,bacterial_wilt,1500,1500,147.2031,d296b5b289396e38
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_111919.jpg,20230815_111919.jpg,Bacteria,bacterial_wilt,1500,1500,118.1361,d295b9329dbc342c
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_111931.jpg,20230815_111931.jpg,Bacteria,bacterial_wilt,1500,1500,105.785,e9b5a6abc4415179
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113516.jpg,20230815_113516.jpg,Bacteria,bacterial_wilt,1500,1500,64.6118,d569f899652a8cc5
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113527.jpg,20230815_113527.jpg,Bacteria,bacterial_wilt,1500,1500,163.6081,e46651c8cda7b037
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113533.jpg,20230815_113533.jpg,Bacteria,bacterial_wilt,1500,1500,244.1712,96da728d82bac8ec
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113819.jpg,20230815_113819.jpg,Bacteria,bacterial_wilt,1500,1500,800.3868,c7660fe070aa5a5d
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113821.jpg,20230815_113821.jpg,Bacteria,bacterial_wilt,1500,1500,382.9079,c1436920b83e3efe
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113825.jpg,20230815_113825.jpg,Bacteria,bacterial_wilt,1500,1500,236.8904,d057b2f42a834d73
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113829.jpg,20230815_113829.jpg,Bacteria,bacterial_wilt,1500,1500,163.1364,d8c7b820c5a646ef
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113831.jpg,20230815_113831.jpg,Bacteria,bacterial_wilt,1500,1500,286.4419,8ff860c3ce39d60a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113834.jpg,20230815_113834.jpg,Bacteria,bacterial_wilt,1500,1500,242.7475,98e709dc829ebb0e
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113841.jpg,20230815_113841.jpg,Bacteria,bacterial_wilt,1500,1500,111.284,d1b13ca08ace3f69
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113845.jpg,20230815_113845.jpg,Bacteria,bacterial_wilt,1500,1500,150.3257,c2f529c7854967cc
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113849.jpg,20230815_113849.jpg,Bacteria,bacterial_wilt,1500,1500,63.0985,c414343ddfd2077c
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113856.jpg,20230815_113856.jpg,Bacteria,bacterial_wilt,1500,1500,66.33,dc6d0a03917c1e9f
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113904.jpg,20230815_113904.jpg,Bacteria,bacterial_wilt,1500,1500,96.6735,8c97f0668a1b71e5
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113913.jpg,20230815_113913.jpg,Bacteria,bacterial_wilt,1500,1500,116.1329,95a27cf1a6fce180
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113917.jpg,20230815_113917.jpg,Bacteria,bacterial_wilt,1500,1500,56.5701,c812d8d297dc9c7a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113920.jpg,20230815_113920.jpg,Bacteria,bacterial_wilt,1500,1500,64.8877,c0b4702a9f6b6a6b
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113923.jpg,20230815_113923.jpg,Bacteria,bacterial_wilt,1500,1500,106.8643,c3bf69ca8a2a2696
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113930.jpg,20230815_113930.jpg,Bacteria,bacterial_wilt,1500,1500,111.1738,f64737838587e330
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113943.jpg,20230815_113943.jpg,Bacteria,bacterial_wilt,1500,1500,177.5615,cf4c09de83e3622d
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113945.jpg,20230815_113945.jpg,Bacteria,bacterial_wilt,1500,1500,92.783,c14f0f9b9331d361
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_113948.jpg,20230815_113948.jpg,Bacteria,bacterial_wilt,1500,1500,418.1457,c34c138de61b8dce
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114003.jpg,20230815_114003.jpg,Bacteria,bacterial_wilt,1500,1500,298.9325,957b60533ad54b0d
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114039.jpg,20230815_114039.jpg,Bacteria,bacterial_wilt,1500,1500,207.3065,cf4ad82d0c1b34be
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114042.jpg,20230815_114042.jpg,Bacteria,bacterial_wilt,1500,1500,176.582,c2563429cf9e9bb0
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114048.jpg,20230815_114048.jpg,Bacteria,bacterial_wilt,1500,1500,155.0255,ba8a50fd2d61b8c6
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114050.jpg,20230815_114050.jpg,Bacteria,bacterial_wilt,1500,1500,147.9793,a425783de46733d2
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114052.jpg,20230815_114052.jpg,Bacteria,bacterial_wilt,1500,1500,75.4461,b726f4b9c83630c3
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114057.jpg,20230815_114057.jpg,Bacteria,bacterial_wilt,1500,1500,171.7362,979f23b846e7484c
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114106.jpg,20230815_114106.jpg,Bacteria,bacterial_wilt,1500,1500,162.4459,c3f0787423a36f31
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114111.jpg,20230815_114111.jpg,Bacteria,bacterial_wilt,1500,1500,343.9741,c1f07c149f191b3e
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114115.jpg,20230815_114115.jpg,Bacteria,bacterial_wilt,1500,1500,200.8611,dc2d62c8cee37071
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114200.jpg,20230815_114200.jpg,Bacteria,bacterial_wilt,1500,1500,378.4602,f91e00cb6c76278d
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114456.jpg,20230815_114456.jpg,Bacteria,bacterial_wilt,1500,1500,265.0626,c5335a70c326a7ce
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114513.jpg,20230815_114513.jpg,Bacteria,bacterial_wilt,1500,1500,234.9345,cc5b569c8afc3891
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114519.jpg,20230815_114519.jpg,Bacteria,bacterial_wilt,1500,1500,253.7351,d9760cac9c90a7ce
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114546.jpg,20230815_114546.jpg,Bacteria,bacterial_wilt,1500,1500,100.9096,c8b87d59cbc2383a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114705.jpg,20230815_114705.jpg,Bacteria,bacterial_wilt,1500,1500,455.5001,d7e5a361389e6682
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114717.jpg,20230815_114717.jpg,Bacteria,bacterial_wilt,1500,1500,80.5335,d7d8b2b2abc47281
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114748.jpg,20230815_114748.jpg,Bacteria,bacterial_wilt,1500,1500,90.9995,b723a433cc352799
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_114927.jpg,20230815_114927.jpg,Bacteria,bacterial_wilt,1500,1500,59.1462,adf39f21422c9437
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_115905.jpg,20230815_115905.jpg,Bacteria,bacterial_wilt,1500,1500,127.0182,cc6a39539df120da
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_120051.jpg,20230815_120051.jpg,Bacteria,bacterial_wilt,1500,1500,78.0477,dc8c1e7268f097f0
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_120101.jpg,20230815_120101.jpg,Bacteria,bacterial_wilt,1500,1500,83.1971,dd6826bc42bd3525
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_120109.jpg,20230815_120109.jpg,Bacteria,bacterial_wilt,1500,1500,42.6487,f93d184cd0d62d33
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_120734.jpg,20230815_120734.jpg,Bacteria,bacterial_wilt,1500,1500,104.0847,aa237ce3964a6d13
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_120753.jpg,20230815_120753.jpg,Bacteria,bacterial_wilt,1500,1500,50.09,cc0d3778e29a193e
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_120817.jpg,20230815_120817.jpg,Bacteria,bacterial_wilt,1500,1500,150.2548,e38523f2c6918fcc
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_121740.jpg,20230815_121740.jpg,Bacteria,bacterial_wilt,1500,1500,80.8749,d4b664ed1ba2a507
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_122416.jpg,20230815_122416.jpg,Bacteria,bacterial_wilt,1500,1500,54.0948,e740322ed0b54fd3
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_122418.jpg,20230815_122418.jpg,Bacteria,bacterial_wilt,1500,1500,51.9188,c6b06d2a934de693
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_122422.jpg,20230815_122422.jpg,Bacteria,bacterial_wilt,1500,1500,84.8009,f228e8b01eea3f1a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_122505.jpg,20230815_122505.jpg,Bacteria,bacterial_wilt,1500,1500,138.8296,983345d5c5e4655b
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_122507.jpg,20230815_122507.jpg,Bacteria,bacterial_wilt,1500,1500,110.1187,98371bf14b68ccd1
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_153546.jpg,20230815_153546.jpg,Bacteria,bacterial_wilt,1500,1500,38.3376,884c7a5e898bd3d3
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_153552.jpg,20230815_153552.jpg,Bacteria,bacterial_wilt,1500,1500,84.3279,82c572206f4f2fb6
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_153557.jpg,20230815_153557.jpg,Bacteria,bacterial_wilt,1500,1500,89.156,9e0b73556e22d296
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_153600.jpg,20230815_153600.jpg,Bacteria,bacterial_wilt,1500,1500,113.5851,8b0b795533ab6a94
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_153602.jpg,20230815_153602.jpg,Bacteria,bacterial_wilt,1500,1500,119.1069,9b0b71d525ace594
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230815_153611.jpg,20230815_153611.jpg,Bacteria,bacterial_wilt,1500,1500,97.5315,851eb7ea2a8d4a36
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_091315.jpg,20230816_091315.jpg,Bacteria,bacterial_wilt,1500,1500,56.064,c96eba2e3a98a427
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_091330.jpg,20230816_091330.jpg,Bacteria,bacterial_wilt,1500,1500,82.8266,d63bc67a25784392
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_120911.jpg,20230816_120911.jpg,Bacteria,bacterial_wilt,1500,1500,1250.4263,9f9f6031c527b948
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_120913.jpg,20230816_120913.jpg,Bacteria,bacterial_wilt,1500,1500,149.2367,83373b0c98331ded
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_120931.jpg,20230816_120931.jpg,Bacteria,bacterial_wilt,1500,1500,71.3321,8e997808d87671f9
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_120932.jpg,20230816_120932.jpg,Bacteria,bacterial_wilt,1500,1500,72.3615,8307df86231ecc73
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_120934.jpg,20230816_120934.jpg,Bacteria,bacterial_wilt,1500,1500,56.426,aad2e5128c6771d9
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_121054.jpg,20230816_121054.jpg,Bacteria,bacterial_wilt,1500,1500,1151.0446,bc30369fc7759890
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_122651.jpg,20230816_122651.jpg,Bacteria,bacterial_wilt,1500,1500,661.7549,d39b61a64baf6052
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_123115.jpg,20230816_123115.jpg,Bacteria,bacterial_wilt,1500,1500,850.4838,ecc670a66a8d395a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134130.jpg,20230816_134130.jpg,Bacteria,bacterial_wilt,1500,1500,227.4597,df623c6c32d870b2
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134133.jpg,20230816_134133.jpg,Bacteria,bacterial_wilt,1500,1500,231.0697,f641d9da9062be8c
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134136.jpg,20230816_134136.jpg,Bacteria,bacterial_wilt,1500,1500,119.6093,dc632048f697ff08
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134139.jpg,20230816_134139.jpg,Bacteria,bacterial_wilt,1500,1500,527.646,af489f7356d80916
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134143.jpg,20230816_134143.jpg,Bacteria,bacterial_wilt,1500,1500,361.1156,e03794ec1d953764
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134147.jpg,20230816_134147.jpg,Bacteria,bacterial_wilt,1500,1500,293.9823,d809bb79334a6e8a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134245.jpg,20230816_134245.jpg,Bacteria,bacterial_wilt,1500,1500,570.2299,d7b2836e6014db39
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134251.jpg,20230816_134251.jpg,Bacteria,bacterial_wilt,1500,1500,153.649,c1948fb90776ec45
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134255.jpg,20230816_134255.jpg,Bacteria,bacterial_wilt,1500,1500,189.6233,d18daca9bd909372
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134302.jpg,20230816_134302.jpg,Bacteria,bacterial_wilt,1500,1500,305.5259,c1831f4ecafd8037
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134322.jpg,20230816_134322.jpg,Bacteria,bacterial_wilt,1500,1500,174.7959,dc2e40b0d9d88ede
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134325.jpg,20230816_134325.jpg,Bacteria,bacterial_wilt,1500,1500,191.7144,d42eb8949b31f159
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134327.jpg,20230816_134327.jpg,Bacteria,bacterial_wilt,1500,1500,221.6424,d13db11095e5cf19
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134445.jpg,20230816_134445.jpg,Bacteria,bacterial_wilt,1500,1500,316.7371,c3f8ae41a855e596
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134451.jpg,20230816_134451.jpg,Bacteria,bacterial_wilt,1500,1500,427.5928,be5a96595a6c3146
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134458.jpg,20230816_134458.jpg,Bacteria,bacterial_wilt,1500,1500,374.6579,af5b826a965c4669
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134501.jpg,20230816_134501.jpg,Bacteria,bacterial_wilt,1500,1500,194.3863,add79403f6499670
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134503.jpg,20230816_134503.jpg,Bacteria,bacterial_wilt,1500,1500,369.611,aac64c43dc7291ed
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134507.jpg,20230816_134507.jpg,Bacteria,bacterial_wilt,1500,1500,265.9888,ae7195294e96349d
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134520.jpg,20230816_134520.jpg,Bacteria,bacterial_wilt,1500,1500,278.532,e06afd69a0a79a43
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134527.jpg,20230816_134527.jpg,Bacteria,bacterial_wilt,1500,1500,254.1526,c49ebcd898e39968
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134532.jpg,20230816_134532.jpg,Bacteria,bacterial_wilt,1500,1500,381.4824,f48ce488ece80ef5
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134537.jpg,20230816_134537.jpg,Bacteria,bacterial_wilt,1500,1500,302.9498,e0aea4db41c31fe2
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134541.jpg,20230816_134541.jpg,Bacteria,bacterial_wilt,1500,1500,283.4726,e29e2cbc8af10db2
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134548.jpg,20230816_134548.jpg,Bacteria,bacterial_wilt,1500,1500,280.3689,e0bfa0b15ea3c52a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134552.jpg,20230816_134552.jpg,Bacteria,bacterial_wilt,1500,1500,345.6602,e19d9da51983571a
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134613.jpg,20230816_134613.jpg,Bacteria,bacterial_wilt,1500,1500,211.8417,f99969362a4a9974
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134650.jpg,20230816_134650.jpg,Bacteria,bacterial_wilt,1500,1500,196.9542,95c2a361e6dd7892
dataset1_warcoder,C:\Users\jaevi\Downloads\Datasets\dataset curado\dataset1_warcoder\Bacteria\20230816_134658.jpg,20230816_134658.jpg,Bacteria,bacterial_wilt,1500,1500,364.2092,a5d6d0a548cdd6c9
